article_id,title,source,url,publish_time,developer,tech_product,action_type,version_metric,date,event_complete_fields,extractor
ir_119,华硕天选 7 标准版上架：锐龙 7 H 260 配 RTX 5050/5060，16+512GB 版本 7999 元起,IT之家,https://www.ithome.com/0/957/438.htm,2026-5-30,AMD,H 260,上线,512GB,2026-05-30,5,OptimizedRegexExtractor
ir_120,华硕推出 ROG 魔盒 Air 路由器套装：首发 2349 元，PLUS 用户国补后 1952.1 元,IT之家,https://www.ithome.com/0/957/494.htm,2026-5-30,京东,ROG,发布,1952.1,2026-05-30,5,OptimizedRegexExtractor
ir_121,微软 XBOX 开测新特性：显示手柄图像、支持输入色码精确选色,IT之家,https://www.ithome.com/0/957/430.htm,2026-5-30,微软,直接从玩家头像中提取颜色应用,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_122,宏碁推出 AR Vision GR0 与 GI0 智能眼镜，前者配 Micro OLED 屏,IT之家,https://www.ithome.com/0/957/429.htm,2026-5-30,宏碁,AR Vision GR0,发布,95%,2026-05-30,5,OptimizedRegexExtractor
ir_123,消息称《使命召唤：现代战争 4》游戏将移除“更新后需重启”提示,IT之家,https://www.ithome.com/0/957/414.htm,2026-5-30,,使命召唤,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_124,2026年数据治理性价比最优方案推荐：数据治理方案避坑指南！,IT之家,https://www.ithome.com/0/957/790.htm,2026-5-31,360,2026 年中国数据治理市场白皮书,开源,增长 28.7%,2026-05-31,5,OptimizedRegexExtractor
ir_125,华为徐直军：芯片“韬定律”需要整个产业界参与进来，但不打算去说服谁,IT之家,https://www.ithome.com/0/957/178.htm,2026-5-29,华为,国际电路与系统,发布,28 纳米,2026-05-29,5,OptimizedRegexExtractor
ir_126,微软 Teams 将上线效率模式：缓解卡顿、优化视频会议质量,IT之家,https://www.ithome.com/0/957/428.htm,2026-5-30,Microsoft,效率模式,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_127,LLMShare 攻击披露：ChatGPT 共享页变恶意入口，通过谷歌搜索精准投毒,IT之家,https://www.ithome.com/0/957/434.htm,2026-5-30,OpenAI,网站因访问量过大暂时不可用,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_128,小米蓝牙音箱 C 开售：3D 幻彩灯光、多台串联播放，券后 242.19 元,IT之家,https://www.ithome.com/0/957/712.htm,2026-5-31,小米,Auracast,适配,242.19,2026-05-31,5,OptimizedRegexExtractor
ir_129,微星宣布全球首款三模 QD,IT之家,https://www.ithome.com/0/957/408.htm,2026-5-30,360,全球首款三模,发布,2026 台,2026-05-30,5,OptimizedRegexExtractor
ir_130,段永平向江西安福县无偿捐赠 1 万股贵州茅台股票，市值超千万元,IT之家,https://www.ithome.com/0/957/169.htm,2026-5-29,,其实只是 1 万股茅台,适配,1327.73,2026-05-29,4,OptimizedRegexExtractor
ir_131,微软启动 Win11 老式对话框大规模现代化重构，文件复制对话框已完成升级,IT之家,https://www.ithome.com/0/957/704.htm,2026-5-31,微软,计划对操作系统,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_132,亨通光电拟分拆亨通华海至科创板上市，海洋通信业务独立发展,IT之家,https://www.ithome.com/0/957/463.htm,2026-5-30,华为,依托科创板独立融资平台,发布,27.17,2026-05-30,5,OptimizedRegexExtractor
ir_133,小米米家洗衣机迷你双区洗烘 1kg 开售：95℃ 高温煮洗，首发 1499 元,IT之家,https://www.ithome.com/0/957/660.htm,2026-5-30,小米,,适配,1.0,2026-05-30,4,OptimizedRegexExtractor
ir_134,618 预热大促 16 日继续：小米 15 Ultra 立打 6 折享 12 期免息，30 秒速读首发期攻略,IT之家,https://www.ithome.com/0/949/525.htm,2026-5-12,苹果,Xiaomi 15 Ultra,适配,3 次,2026-05-12,5,OptimizedRegexExtractor
ir_135,降价力度堪比旗舰手机：小米全效空气净化器 Ultra 增强版 5799 → 2428 元,IT之家,https://www.ithome.com/0/957/695.htm,2026-5-30,小米,降价力度堪比旗舰手机,发布,15%,2026-05-30,5,OptimizedRegexExtractor
ir_136,整机十年质保：小米米家空调 26 款巨省电大 1.5 匹 1519 元首发，换新仅 1119 元,IT之家,https://www.ithome.com/0/957/588.htm,2026-5-30,小米,米家空调巨省电 2026 款,发布,1.5,2026-05-30,5,OptimizedRegexExtractor
ir_137,涉案超 330 万元、抓获嫌疑人 266 人，安徽警方破获特大网络交友诈骗案,IT之家,https://www.ithome.com/0/957/753.htm,2026-5-31,,安徽省淮北市公安局杜集分局成功侦破一起利用虚假外卖平台,,,2026-05-31,2,OptimizedRegexExtractor
ir_138,去年底旗舰手机最新激活量曝光，华为 Mate 80 单品逼近 400 万,IT之家,https://www.ithome.com/0/957/708.htm,2026-5-31,华为,去年底旗舰手机,发布,99.6,2026-05-31,5,OptimizedRegexExtractor
ir_139,大平层一次扫完：科沃斯 T90 PRO 活水洗地机器人 4499 → 3099 元上下水新低,IT之家,https://www.ithome.com/0/957/683.htm,2026-5-30,京东,活水洗地机器人,适配,8.5,2026-05-30,5,OptimizedRegexExtractor
ir_140,宏碁推出锐龙 AI Max+ 395 迷你工作站与 1.26L LGA 迷你主机,IT之家,https://www.ithome.com/0/957/405.htm,2026-5-30,AMD,锐龙,发布,1.26,2026-05-30,5,OptimizedRegexExtractor
ir_141,消息称微软打造 Copilot 超级应用：统一 AI 入口，整合编程 / 聊天等,IT之家,https://www.ithome.com/0/957/487.htm,2026-5-30,Microsoft,Delivering one Copilot,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_142,吉利熊猫勇士明日上市，纯电小车市场再添新选择,IT之家,https://www.ithome.com/0/957/780.htm,2026-5-31,,会将于,发布,4.69,2026-05-31,4,OptimizedRegexExtractor
ir_143,航天英雄杨利伟：我国载人登月计划正常推进,IT之家,https://www.ithome.com/0/957/384.htm,2026-5-29,,,,3 次,2026-05-29,2,OptimizedRegexExtractor
ir_144,华为鸿蒙 3D 影像壁纸最新适配计划公开，覆盖 Mate 70、Pura 80 等系列机型,IT之家,https://www.ithome.com/0/957/782.htm,2026-5-31,华为,Mate 70,升级,6.1.0.120,2026-05-31,5,OptimizedRegexExtractor
ir_145,热门游戏改编《我的世界大电影 2》片名公开，定档明年 7 月 23 日北美上映,IT之家,https://www.ithome.com/0/957/740.htm,2026-5-31,,我的世界大电影 2,发布,9.58,2026-05-31,4,OptimizedRegexExtractor
ir_146,iOS 版 8.0.74 最新官方正式版下载发布,IT之家,https://www.ithome.com/0/956/783.htm,2026-5-28,,本文由机器人,发布,8.0.74,2026-05-28,4,OptimizedRegexExtractor
ir_147,【IT之家实拍】雷鸟 GT Max 智能眼镜图赏：突破光学痛点，把 267 吋巨幕戴在头上,IT之家,https://www.ithome.com/0/956/208.htm,2026-5-27,,孔雀光引擎 3.0 Max,发布,3.0,2026-05-27,4,OptimizedRegexExtractor
ir_148,T2 CEO 泽尔尼克承认《文明 7》《无主之地 4》存在失误，但 2K 整体表现依然强劲,IT之家,https://www.ithome.com/0/957/488.htm,2026-5-30,,文明 7,发布,,2026-05-30,3,OptimizedRegexExtractor
ir_149,龙艺集团评价如何？结合行业政策看用工合作价值,IT之家,https://www.ithome.com/0/957/792.htm,2026-5-31,,0 质量事故,,,2026-05-31,2,OptimizedRegexExtractor
ir_150,奇瑞 iCAR 超级 V23 赛博暗影极客版上市，售 16.08 万元,IT之家,https://www.ithome.com/0/957/450.htm,2026-5-30,360,度全景影像系统,发布,16.08,2026-05-30,5,OptimizedRegexExtractor
ir_151,AI搜索重构流量格局，2026国内GEO优化领域核心人物全景扫描,IT之家,https://www.ithome.com/0/957/773.htm,2026-5-31,DeepSeek,让品牌被 AI 推荐,升级,,2026-05-31,4,OptimizedRegexExtractor
ir_152,技嘉确认将推出限定版 INFINITY 系列主板、显卡、机箱与电脑周边产品,IT之家,https://www.ithome.com/0/957/732.htm,2026-5-31,NVIDIA,ENTER INFINITY,发布,2026 台,2026-05-31,5,OptimizedRegexExtractor
ir_153,【IT之家图赏】vivo S60 手机「星星海」上手实拍：星芒光刻勾勒夏日星海,IT之家,https://www.ithome.com/0/956/987.htm,2026-5-29,vivo,会进行全程直播报道,发布,6.59,2026-05-29,5,OptimizedRegexExtractor
ir_154,多名特斯拉前员工坦言不信赖 FSD，更有人称“给钱我都不坐 Robotaxi”,IT之家,https://www.ithome.com/0/957/566.htm,2026-5-30,特斯拉,给钱我都不坐 Robotaxi,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_155,腾讯生存新作《失控进化》7 月 9 日公测，PC / 安卓 / 鸿蒙 / 苹果 iOS 多端互通,IT之家,https://www.ithome.com/0/956/223.htm,2026-5-27,苹果,动态攻防系统,发布,,2026-05-27,4,OptimizedRegexExtractor
ir_156,消息称小米 REDMI K90 单品激活突破 200 万台，基本是两家同档竞品机的销量之和,IT之家,https://www.ithome.com/0/957/462.htm,2026-5-30,小米,K100 系列还有 pm 嘛,适配,200 万台,2026-05-30,5,OptimizedRegexExtractor
ir_157,机构预测：谷歌 Android XR 智能眼镜今年销量将达 200 万台,IT之家,https://www.ithome.com/0/953/636.htm,2026-5-21,Meta,镜片内嵌显示屏的专业扩展现实眼镜,发布,200 万台,2026-05-21,5,OptimizedRegexExtractor
ir_158,不再弹出未知开发者警告，微软将为 macOS 版 PowerShell 提供 GateKeeper 公证,IT之家,https://www.ithome.com/0/953/844.htm,2026-5-22,微软,无法打开 XXX,升级,,2026-05-22,4,OptimizedRegexExtractor
ir_159,618 预热大促 520 小高潮开启：华为 MatePad Mini 悦读版 2058 元，30 秒速读攻略,IT之家,https://www.ithome.com/0/951/577.htm,2026-5-17,华为,MatePad Mini,发布,3 次,2026-05-17,5,OptimizedRegexExtractor
ir_160,特斯拉 FSD（监督版）获爱沙尼亚批准，即将推送,IT之家,https://www.ithome.com/0/957/725.htm,2026-5-31,特斯拉,爱沙尼亚也成为欧洲第三个允许这套神经网络系统,发布,3.0 版,2026-05-31,5,OptimizedRegexExtractor
ir_161,华为发表半导体韬定律：预计到 2031 年，基于该定律的高端芯片晶体管密度将达到 1.4 纳米制程的同等水平,IT之家,https://www.ithome.com/0/954/677.htm,2026-5-25,华为,基于该定律的高端芯片,发布,1.4,2026-05-25,5,OptimizedRegexExtractor
ir_162,SpaceX 上市前“收大礼”：获美太空军 41.6 亿美元超级合同,IT之家,https://www.ithome.com/0/957/410.htm,2026-5-30,,分散复杂系统,,41.6,2026-05-30,3,OptimizedRegexExtractor
ir_163,7499 → 6399 元：小米 17 Ultra 手机 16+512G 国补探新低,IT之家,https://www.ithome.com/0/957/672.htm,2026-5-30,小米,Ultra 16GB,适配,16GB,2026-05-30,5,OptimizedRegexExtractor
ir_164,消息称华为协同认证功能正在逐步适配上线，可在锁屏状态下免解锁使用小艺部分语音指令,IT之家,https://www.ithome.com/0/955/765.htm,2026-5-27,华为,眼镜芯片,上线,2.8,2026-05-27,5,OptimizedRegexExtractor
ir_165,华为 MateBook 14 鸿蒙版限时优惠 400 元，国补到手价 5015 元起,IT之家,https://www.ithome.com/0/957/425.htm,2026-5-30,华为,MateBook 14,发布,2.8,2026-05-30,5,OptimizedRegexExtractor
ir_166,618电脑、平板、手机以旧换新攻略：想帮帮AI智换让旧机换新更划算,IT之家,https://www.ithome.com/0/957/212.htm,2026-5-29,,服务智能体,,,2026-05-29,2,OptimizedRegexExtractor
ir_167,2026 款吉利牛仔上市：新增“武士黑”配色，限时 7.59 万,IT之家,https://www.ithome.com/0/957/662.htm,2026-5-30,,智能座舱系统,,7.59,2026-05-30,3,OptimizedRegexExtractor
ir_168,"宏碁宣布 27"" UHD 3D、QHD 540Hz / HD 1000Hz 电竞显示器",IT之家,https://www.ithome.com/0/957/419.htm,2026-5-30,360,UHD 3,发布,2026 台,2026-05-30,5,OptimizedRegexExtractor
ir_169,"华硕 ""RC74XA"" 掌机在韩获得认证，消息称基于 AMD 锐龙 Z2 Extreme",IT之家,https://www.ithome.com/0/957/716.htm,2026-5-31,AMD,RC74XA,,2026 台,2026-05-31,4,OptimizedRegexExtractor
ir_170,消息称因战略分歧，三星与 OpenAI 定制 AI 芯片研发项目陷入停滞,IT之家,https://www.ithome.com/0/957/706.htm,2026-5-31,OpenAI,打造人工智能芯片,,,2026-05-31,3,OptimizedRegexExtractor
ir_171,AMD 锐龙 Z2 GO 定制处理器：联想拯救者 Legion Go S 掌机 3173 元国补新低,IT之家,https://www.ithome.com/0/957/741.htm,2026-5-31,AMD,定制处理器,适配,10%,2026-05-31,5,OptimizedRegexExtractor
ir_172,小米米家洗衣机 Pro 波轮 10kg 开售：1.28 洗净比、9 重减震降噪，899 元,IT之家,https://www.ithome.com/0/955/073.htm,2026-5-25,小米,重减震智能平衡系统,升级,1.28,2026-05-25,5,OptimizedRegexExtractor
ir_173,依然“很能打”，约 30% 惠普 PC 仍用 Win10,IT之家,https://www.ithome.com/0/957/407.htm,2026-5-30,微软,惠普个人系统,升级,30%,2026-05-30,5,OptimizedRegexExtractor
ir_174,芝奇展示 CU,IT之家,https://www.ithome.com/0/957/409.htm,2026-5-30,英特尔,CU,发布,16GB,2026-05-30,5,OptimizedRegexExtractor
ir_175,一颗流星在美国马萨诸塞州上空爆炸，全州听见巨响,IT之家,https://www.ithome.com/0/957/700.htm,2026-5-31,,TNT,,25.7,2026-05-31,3,OptimizedRegexExtractor
ir_176,（更新：已解决）曝 Mac App Store 版微软 OneDrive 升级后无法打开，暂无直接解决方法,IT之家,https://www.ithome.com/0/954/375.htm,2026-5-23,微软,请将此应用,升级,26.084.0504,2026-05-23,5,OptimizedRegexExtractor
ir_177,宏碁展示 ProDesigner 系列显示器新品，搭载 31.5 英寸 4K QD,IT之家,https://www.ithome.com/0/957/510.htm,2026-5-30,,ProDesigner,适配,31.5,2026-05-30,4,OptimizedRegexExtractor
ir_178,【IT之家评测室】把 267 吋巨幕戴在头上、将 AI 融入日常：雷鸟 GT Max / V4 智能眼镜评测,IT之家,https://www.ithome.com/0/956/195.htm,2026-5-27,,观影 AR 一哥,,增长 98%,2026-05-27,3,OptimizedRegexExtractor
ir_179,供应链消息：苹果 OLED MacBook Pro 的屏幕即将批量投产,IT之家,https://www.ithome.com/0/953/616.htm,2026-5-21,苹果,难度远高于手机,发布,8.6,2026-05-21,5,OptimizedRegexExtractor
ir_180,1 分钟速读 5 月 30 日 618 开门红秒杀攻略：倒数 2 小时，速速保价,IT之家,https://www.ithome.com/0/955/061.htm,2026-5-25,百度,WPS 超级会员 3 年,适配,3 次,2026-05-25,5,OptimizedRegexExtractor
ir_181,新一代华为鸿蒙智家官宣 6 月 1 日发布，主打“全生态 AI 进化”,IT之家,https://www.ithome.com/0/955/690.htm,2026-5-27,华为,全生态 AI 进化,发布,6.0,2026-05-27,5,OptimizedRegexExtractor
ir_182,小米米家空调 巨省电 大 1.5 匹今晚开售：双排蒸发器+高效压缩机，国补 1529.15 元,IT之家,https://www.ithome.com/0/957/465.htm,2026-5-30,小米,米家空调 巨省电 2026 款,发布,1.5,2026-05-30,5,OptimizedRegexExtractor
ir_183,3C 认证实施规则迎来新调整，移动电源新增多项安全测试,IT之家,https://www.ithome.com/0/957/793.htm,2026-5-31,,新版实施规则的公告,发布,,2026-05-31,3,OptimizedRegexExtractor
ir_184,零跑首款 MPV 车型 D99 内饰首秀，定位“科技豪华旗舰”,IT之家,https://www.ithome.com/0/957/293.htm,2026-5-29,,科技豪华旗舰 MPV,适配,3.9,2026-05-29,4,OptimizedRegexExtractor
ir_185,小米 MIX 5 手机曝光：真全面屏回归、磁吸镜头技术，登陆全球市场,IT之家,https://www.ithome.com/0/946/089.htm,2026-5-3,小米,MIX 5,发布,,2026-05-03,4,OptimizedRegexExtractor
ir_186,【IT之家评测室】OPPO Reno16 Pro 体验：把实况照片玩出新高度,IT之家,https://www.ithome.com/0/955/604.htm,2026-5-26,OPPO,OPPO,发布,,2026-05-26,4,OptimizedRegexExtractor
ir_187,20000mAh+210W：酷态科 15 号 Ultra 电能柱 399 → 294 元发车,IT之家,https://www.ithome.com/0/957/685.htm,2026-5-30,华为,对主流品牌手机,适配,210W,2026-05-30,5,OptimizedRegexExtractor
ir_188,16GB +1TB 摄影师套装：vivo X300 Pro 手机 8299 → 5942 元国补新低,IT之家,https://www.ithome.com/0/957/797.htm,2026-5-31,vivo,手机补贴,适配,16GB,2026-05-31,5,OptimizedRegexExtractor
ir_189,524 元，安克声阔 Soundcore Boom Go 3i 蓝牙音箱开售,IT之家,https://www.ithome.com/0/957/484.htm,2026-5-30,京东,Go 3,优化,15W,2026-05-30,5,OptimizedRegexExtractor
ir_190,先睹为快：苹果 iOS 27 全新 Siri 界面示意图曝光,IT之家,https://www.ithome.com/0/956/782.htm,2026-5-28,OpenAI,iOS 27,发布,,2026-05-28,4,OptimizedRegexExtractor
ir_191,9.1 cm 厚度 + 31 英寸柔光灯：小米米家智能晾衣机 2 国补后 553 元,IT之家,https://www.ithome.com/0/957/668.htm,2026-5-30,小米,智感系统,升级,9.1,2026-05-30,5,OptimizedRegexExtractor
ir_192,美团：今年已配合执法机关打击黑产案件 47 起，重拳整治“幽灵外卖”,IT之家,https://www.ithome.com/0/957/486.htm,2026-5-30,美团,食安政企共治平台,升级,2.4,2026-05-30,5,OptimizedRegexExtractor
ir_193,1999 元，小米推出米家即热饮水机 Max 制冰版,IT之家,https://www.ithome.com/0/955/047.htm,2026-5-25,小米,米家即热饮水机,发布,40 颗,2026-05-25,5,OptimizedRegexExtractor
ir_194,小米米家空调强劲风立式超 3 匹开售：1800m³/h 风量、APF 4.90，国补价 5099.2 元起,IT之家,https://www.ithome.com/0/957/678.htm,2026-5-30,小米,APF 4.90,适配,4.90,2026-05-30,5,OptimizedRegexExtractor
ir_195,监控软件 pcTattletale 开发者认罪，承认纵容软件被用于非法监视配偶,IT之家,https://www.ithome.com/0/911/714.htm,2026-1-9,,约 5 分钟内接触到手机,发布,,2026-01-09,3,OptimizedRegexExtractor
ir_196,Win11 成新门槛，CDPR 更新《赛博朋克 2077》PC 版系统要求,IT之家,https://www.ithome.com/0/957/783.htm,2026-5-31,微软,赛博朋克 2077,升级,,2026-05-31,4,OptimizedRegexExtractor
ir_197,JetBrains 官宣弃用独立版 DataSpell，九月迁移至 PyCharm Pro,IT之家,https://www.ithome.com/0/957/468.htm,2026-5-30,,继续维护一个单独应用,开源,,2026-05-30,3,OptimizedRegexExtractor
ir_198,钱学森从未说过“人再笨还学不会微积分吗”,IT之家,https://www.ithome.com/0/957/505.htm,2026-5-30,,,,,2026-05-30,1,OptimizedRegexExtractor
ir_199,龙芯官宣基于全自主指令集架构的云桌面解决方案已具备支撑政企日常办公等核心场景成熟能力,IT之家,https://www.ithome.com/0/957/701.htm,2026-5-31,,龙芯桌面与服务器平台,发布,2.5,2026-05-31,4,OptimizedRegexExtractor
ir_200,工信部：前 4 个月我国软件业务收入 46686 亿元，同比增长 10.9%,IT之家,https://www.ithome.com/0/957/719.htm,2026-5-31,,软件业,发布,增长 10.9%,2026-05-31,4,OptimizedRegexExtractor
ir_201,工信部：截至 4 月末我国 5G 基站数首次突破 500 万个，5G 移动电话用户超 12.62 亿,IT之家,https://www.ithome.com/0/955/123.htm,2026-5-26,,根据工信部昨日,发布,12.62,2026-05-26,4,OptimizedRegexExtractor
ir_202,缓解亏损压力，消息称 Meta 明年将推 AI 吊坠寻找新收入,IT之家,https://www.ithome.com/0/957/418.htm,2026-5-30,Meta,订阅服务和智能助手,发布,4.02,2026-05-30,5,OptimizedRegexExtractor
ir_203,几何未来预热全新机箱 Model 7 (Extreme)：悬浮 + 三舱设计,IT之家,https://www.ithome.com/0/957/795.htm,2026-5-31,,Model 7,发布,2026 台,2026-05-31,4,OptimizedRegexExtractor
ir_204,IT早报 0531：微软宣布下周携手英伟达开启 PC 新时代；深圳网约车市场已饱和官方发风险提示；苹果 iPhone 18 机模曝光；MiniMax 启动 A 股 IPO 进程...,IT之家,https://www.ithome.com/0/957/702.htm,2026-5-31,微软,iPhone 18,发布,99%,2026-05-31,5,OptimizedRegexExtractor
ir_205,最高降价 99%，小米 MiMo 首次公开模型推理系统全链路优化技术细节,IT之家,https://www.ithome.com/0/957/621.htm,2026-5-30,小米,首次公开模型推理系统,优化,99%,2026-05-30,5,OptimizedRegexExtractor
ir_206,AI 开始给人类打分：Claude 评分标准曝光，优秀人类得 7.5 分,IT之家,https://www.ithome.com/0/957/493.htm,2026-5-30,,这哪里是冷冰冰的软件,,7.5,2026-05-30,3,OptimizedRegexExtractor
ir_207,免费培训开发 App，苹果底特律开发者学院毕业生超 1800 人,IT之家,https://www.ithome.com/0/957/404.htm,2026-5-30,苹果,教授应用,发布,71%,2026-05-30,5,OptimizedRegexExtractor
ir_208,“死了么”App 被“收编”：改名“在么在么”，用于独居、空巢老人监测,IT之家,https://www.ithome.com/0/954/638.htm,2026-5-24,,老人 — App — 子女 — 社区 — 应急,发布,44.4,2026-05-24,4,OptimizedRegexExtractor
ir_209,特斯拉中国为 Model Y 推出手动伸缩遮阳帘，售价 1499 元,IT之家,https://www.ithome.com/0/957/781.htm,2026-5-31,特斯拉,廉价版 Model Y 自带物理遮阳帘,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_210,微软 Win11/10/7 原版 ISO 光盘镜像下载大全（2026,IT之家,https://www.ithome.com/0/655/926.htm,2022-11-23,微软,zh-cn_windows_11_business_editions_version_25h2_updated_april_2026_x64_dvd_a69989f0.iso,发布,7.98,2022-11-23,5,OptimizedRegexExtractor
ir_211,马斯克发视频展示 Cybercab 自动驶出工厂，即将开启商业化运营,IT之家,https://www.ithome.com/0/957/713.htm,2026-5-31,特斯拉,Cybercab,发布,,2026-05-31,4,OptimizedRegexExtractor
ir_212,AMD Radeon RX 9070 GRE 显卡全球市场起价偷跑：549 美元,IT之家,https://www.ithome.com/0/957/729.htm,2026-5-31,NVIDIA,RX 9070,,6%,2026-05-31,4,OptimizedRegexExtractor
ir_213,库洛《鸣潮》华为 HarmonyOS 鸿蒙版即将上线，《赛博朋克：边缘行者》联动 6 月 8 日正式开启,IT之家,https://www.ithome.com/0/957/406.htm,2026-5-30,华为,将于,发布,3.4 版,2026-05-30,5,OptimizedRegexExtractor
ir_214,【IT之家开箱】荣耀 600 Pro「青苹果」图赏：手握“青苹果”，清爽又治愈,IT之家,https://www.ithome.com/0/956/155.htm,2026-5-27,苹果,醒图等应用,发布,2294.15,2026-05-27,5,OptimizedRegexExtractor
ir_215,小米米家冰箱 Pro 对开 620L 开售：双系统双循环，首发价 2499 元,IT之家,https://www.ithome.com/0/957/689.htm,2026-5-30,小米,支持双系统,升级,99.99,2026-05-30,5,OptimizedRegexExtractor
ir_216,2026年学习平板选购指南：专业教研 + AI 赋能，5 款旗舰机型深度解析,IT之家,https://www.ithome.com/0/957/032.htm,2026-5-29,,Ultra,升级,95%,2026-05-29,4,OptimizedRegexExtractor
ir_217,Steam 页面确认：《使命召唤：现代战争 4》存在生成式 AI 制作的内容,IT之家,https://www.ithome.com/0/957/752.htm,2026-5-31,,使命召唤,优化,,2026-05-31,3,OptimizedRegexExtractor
ir_218,830mm 宽 594mm 厚：海尔小红花冰箱 500L 京东 3710 → 2129 元破冰新低,IT之家,https://www.ithome.com/0/957/667.htm,2026-5-30,京东,,适配,3 次,2026-05-30,4,OptimizedRegexExtractor
ir_219,中国队缺席 2026 亚运会《英雄联盟》项目名单：王者荣耀、和平精英获直通资格，永劫无间、第五人格需参加预选赛,IT之家,https://www.ithome.com/0/957/399.htm,2026-5-30,荣耀,韩国 2026 亚运会电竞项目代表选手最终候选名单公布,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_220,传阿里京东美团竞购朴朴超市：京东否认接触，阿里、美团暂无回应,IT之家,https://www.ithome.com/0/955/009.htm,2026-5-25,阿里,,,,2026-05-25,2,OptimizedRegexExtractor
ir_221,AI 编程工具普及背后：效率提升的假象与代码维护的隐患,IT之家,https://www.ithome.com/0/957/744.htm,2026-5-31,,原因是员工为冲榜单过度调用智能体,开源,,2026-05-31,3,OptimizedRegexExtractor
ir_222,测试版应用现端倪，消息称苹果将为 Apple Music 推出免费 / 低价订阅套餐,IT之家,https://www.ithome.com/0/957/448.htm,2026-5-30,Apple,测试版应用,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_223,黑鲨凤鸣 Pro 耳夹式耳机预售：单耳重 5g、IPX5 防水，299 元,IT之家,https://www.ithome.com/0/955/698.htm,2026-5-27,京东,LHDC 5.0,适配,1 万次,2026-05-27,5,OptimizedRegexExtractor
ir_224,谷歌 DeepMind CEO 哈萨比斯：AGI 最快三年内到来，研发速度远超预期,IT之家,https://www.ithome.com/0/957/154.htm,2026-5-29,DeepMind,谷歌 DeepMind CEO 哈萨比斯痛批“AI 裁员论,升级,,2026-05-29,4,OptimizedRegexExtractor
ir_225,618 原价预约开启：英伟达 RTX 5070 FE 公版显卡京东 4599 元 20:00 开抢,IT之家,https://www.ithome.com/0/957/611.htm,2026-5-30,英伟达,RTX 5070,发布,250W,2026-05-30,5,OptimizedRegexExtractor
ir_226,2026 美加墨世界杯来袭，中国移动咪咕与华为发布超千兆 3D 观赛方案,IT之家,https://www.ithome.com/0/957/483.htm,2026-5-30,华为,咪视界 3D 专区 + 3D 视界智慧盒 +3D 眼镜 +120Hz 电视,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_227,红魔散热器 8 Pro 霜月白特别版开售，首发 229 元,IT之家,https://www.ithome.com/0/957/664.htm,2026-5-30,京东,温控系统,优化,提升 30%,2026-05-30,5,OptimizedRegexExtractor
ir_228,鸿蒙智行尚界 Z7/Z7T 在沪开启首批交付：全系标配华为乾崑智驾，21.98 万元起,IT之家,https://www.ithome.com/0/957/460.htm,2026-5-30,华为,尚界汽车,发布,21.98,2026-05-30,5,OptimizedRegexExtractor
ir_229,Meta 通过追踪员工鼠标来训练 AI，或触犯欧盟隐私相关规定,IT之家,https://www.ithome.com/0/957/609.htm,2026-5-30,Google,通用数据保护条例（IT之家注,发布,,2026-05-30,4,OptimizedRegexExtractor
ir_230,马斯克辟谣：SpaceX 下调 IPO 估值的报道不实,IT之家,https://www.ithome.com/0/957/750.htm,2026-5-31,特斯拉,直接在自家社交平台,发布,13.57,2026-05-31,5,OptimizedRegexExtractor
ir_231,IT之家 2026 夏季招聘（可远程）,IT之家,https://www.ithome.com/0/823/017.htm,2026-1-1,,熟悉处理器,,,2026-01-01,2,OptimizedRegexExtractor
ir_232,因报价严重低估公司价值，环球音乐集团拒绝比尔 · 阿克曼旗下公司收购要约,IT之家,https://www.ithome.com/0/957/796.htm,2026-5-31,腾讯,Pershing Square,适配,30.40,2026-05-31,5,OptimizedRegexExtractor
ir_233,国内航线燃油附加费 6 月 5 日起下调，最高降 20 元,IT之家,https://www.ithome.com/0/957/774.htm,2026-5-31,,,,,2026-05-31,1,OptimizedRegexExtractor
ir_234,宏碁推出优跃 FUN A312 平板电脑：10.1 英寸 800P 面板，联发科 MT8768 + 4G + 64G 售 525 元,IT之家,https://www.ithome.com/0/957/356.htm,2026-5-29,京东,优跃,发布,10.1,2026-05-29,5,OptimizedRegexExtractor
ir_235,深圳网约车市场已饱和，官方发布风险提示,IT之家,https://www.ithome.com/0/957/473.htm,2026-5-30,,2026 年 4 月份深圳市网约车行业运营动态与风险提示,发布,142247 张,2026-05-30,4,OptimizedRegexExtractor
ir_236,奥思维重磅发布开源鸿蒙商用车智能座舱AIOS引领产业升级,IT之家,https://www.ithome.com/0/957/139.htm,2026-5-29,奥思维重磅发布,基于开源鸿蒙的智能座舱 AIOS 实践,开源,6.1,2026-05-29,5,OptimizedRegexExtractor
